,item
12175,tropical fruit
12176,soda
12177,soda
12178,root vegetables
12179,cake bar
12180,root vegetables
12181,hamburger meat
12182,beef
12183,root vegetables
12184,meat
12185,chewing gum
12186,root vegetables
12187,tropical fruit
12188,white wine
12189,butter milk
12190,beef
12191,tropical fruit
12192,white bread
12193,root vegetables
12194,cream cheese 
12195,fruit/vegetable juice
12196,other vegetables
12197,onions
12198,whole milk
12199,other vegetables
12200,whole milk
12201,pip fruit
12202,curd
12203,soda
12204,dessert
12205,curd
12206,frozen vegetables
12207,root vegetables
12208,other vegetables
12209,ham
12210,frozen meals
12211,grapes
12212,beef
12213,pip fruit
12214,whole milk
12215,pork
12216,tropical fruit
12217,sugar
12218,tropical fruit
12219,rolls/buns
12220,curd
12221,other vegetables
12222,beef
12223,other vegetables
12224,frozen meals
12225,other vegetables
12226,pot plants
12227,roll products 
12228,root vegetables
12229,sausage
12230,long life bakery product
12231,tropical fruit
12232,curd cheese
12233,whipped/sour cream
12234,brandy
12235,whole milk
12236,pork
12237,yogurt
12238,root vegetables
12239,whole milk
12240,soft cheese
12241,butter
12242,citrus fruit
12243,cat food
12244,cat food
12245,processed cheese
12246,pork
12247,processed cheese
12248,other vegetables
12249,fish
12250,domestic eggs
12251,pip fruit
12252,canned beer
12253,semi-finished bread
12254,sausage
12255,other vegetables
12256,soft cheese
12257,bottled beer
12258,specialty bar
12259,yogurt
12260,specialty chocolate
12261,soda
12262,other vegetables
12263,cream cheese 
12264,specialty chocolate
12265,soda
12266,chicken
12267,bottled beer
12268,pip fruit
12269,pip fruit
12270,pip fruit
12271,soda
12272,specialty bar
12273,bottled water
12274,UHT-milk
12275,citrus fruit
12276,hard cheese
12277,herbs
12278,domestic eggs
12279,ham
12280,chocolate
12281,ketchup
12282,white bread
12283,chewing gum
12284,pip fruit
12285,other vegetables
12286,dessert
12287,root vegetables
12288,cling film/bags
12289,tropical fruit
12290,dessert
12291,citrus fruit
12292,butter
12293,rolls/buns
12294,other vegetables
12295,rolls/buns
12296,root vegetables
12297,meat
12298,meat
12299,brown bread
12300,other vegetables
12301,other vegetables
12302,specialty bar
12303,bottled water
12304,hamburger meat
12305,condensed milk
12306,whole milk
12307,root vegetables
12308,whole milk
12309,domestic eggs
12310,newspapers
12311,canned beer
12312,citrus fruit
12313,whole milk
12314,bottled water
12315,tropical fruit
12316,frozen vegetables
12317,frozen fish
12318,domestic eggs
12319,UHT-milk
12320,liver loaf
12321,pip fruit
12322,packaged fruit/vegetables
12323,beef
12324,root vegetables
12325,chicken
12326,UHT-milk
12327,beef
12328,rolls/buns
12329,ham
12330,sausage
12331,whole milk
12332,pork
12333,whole milk
12334,chicken
12335,pastry
12336,citrus fruit
12337,margarine
12338,salty snack
12339,whipped/sour cream
12340,berries
12341,soda
12342,other vegetables
12343,soft cheese
12344,tropical fruit
12345,salty snack
12346,root vegetables
12347,other vegetables
12348,other vegetables
12349,other vegetables
12350,curd
12351,other vegetables
12352,berries
12353,hamburger meat
12354,whole milk
12355,meat
12356,canned fish
12357,sausage
12358,frozen meals
12359,butter milk
12360,rolls/buns
12361,onions
12362,bottled beer
12363,root vegetables
12364,beverages
12365,whole milk
12366,berries
12367,whole milk
12368,other vegetables
12369,hamburger meat
12370,pastry
12371,canned beer
12372,other vegetables
12373,bottled water
12374,specialty bar
12375,butter
12376,yogurt
12377,root vegetables
12378,soda
12379,other vegetables
12380,onions
12381,rice
12382,ham
12383,instant coffee
12384,specialty bar
12385,bottled water
12386,dessert
12387,root vegetables
12388,soft cheese
12389,meat
12390,whipped/sour cream
12391,frozen potato products
12392,frozen potato products
12393,citrus fruit
12394,specialty chocolate
12395,UHT-milk
12396,canned beer
12397,other vegetables
12398,margarine
12399,chocolate
12400,pastry
12401,berries
12402,turkey
12403,soda
12404,syrup
12405,whole milk
12406,pip fruit
12407,pet care
12408,whole milk
12409,pastry
12410,grapes
12411,misc. beverages
12412,root vegetables
12413,whipped/sour cream
12414,root vegetables
12415,bottled beer
12416,citrus fruit
12417,pip fruit
12418,pip fruit
12419,root vegetables
12420,tropical fruit
12421,specialty bar
12422,bottled water
12423,rolls/buns
12424,tropical fruit
12425,other vegetables
12426,pickled vegetables
12427,specialty bar
12428,finished products
12429,other vegetables
12430,rolls/buns
12431,misc. beverages
12432,other vegetables
12433,whole milk
12434,sugar
12435,napkins
12436,meat
12437,pork
12438,fruit/vegetable juice
12439,sausage
12440,canned beer
12441,root vegetables
12442,fruit/vegetable juice
12443,sweet spreads
12444,packaged fruit/vegetables
12445,root vegetables
12446,misc. beverages
12447,other vegetables
12448,white bread
12449,UHT-milk
12450,liquor
12451,soda
12452,tropical fruit
12453,white wine
12454,bottled water
12455,frozen vegetables
12456,beef
12457,yogurt
12458,salty snack
12459,hamburger meat
12460,specialty bar
12461,pastry
12462,pip fruit
12463,chewing gum
12464,bottled beer
12465,fruit/vegetable juice
12466,misc. beverages
12467,yogurt
12468,root vegetables
12469,coffee
12470,pork
12471,chocolate
12472,ketchup
12473,pot plants
12474,whipped/sour cream
12475,soda
12476,chicken
12477,yogurt
12478,berries
12479,fruit/vegetable juice
12480,ice cream
12481,root vegetables
12482,bottled beer
12483,pickled vegetables
12484,tropical fruit
12485,hamburger meat
12486,bottled water
12487,whole milk
12488,fruit/vegetable juice
12489,pastry
12490,root vegetables
12491,tropical fruit
12492,rolls/buns
12493,shopping bags
12494,citrus fruit
12495,dessert
12496,oil
12497,canned beer
12498,other vegetables
12499,other vegetables
12500,brown bread
12501,whole milk
12502,rolls/buns
12503,canned beer
12504,specialty chocolate
12505,other vegetables
12506,whipped/sour cream
12507,shopping bags
12508,canned beer
12509,rolls/buns
12510,whole milk
12511,specialty chocolate
12512,whole milk
12513,brown bread
12514,mayonnaise
12515,fruit/vegetable juice
12516,specialty chocolate
12517,chicken
12518,whole milk
12519,chocolate
12520,frozen meals
12521,long life bakery product
12522,pork
12523,cream cheese 
12524,other vegetables
12525,whole milk
12526,bottled beer
12527,berries
12528,waffles
12529,newspapers
12530,photo/film
12531,whipped/sour cream
12532,brown bread
12533,whole milk
12534,cake bar
12535,whole milk
12536,whole milk
12537,tropical fruit
12538,brandy
12539,tropical fruit
12540,whole milk
12541,soda
12542,soda
12543,berries
12544,brown bread
12545,shopping bags
12546,rice
12547,butter milk
12548,yogurt
12549,sugar
12550,frozen meals
12551,fruit/vegetable juice
12552,root vegetables
12553,whole milk
12554,detergent
12555,tropical fruit
12556,UHT-milk
12557,nuts/prunes
12558,newspapers
12559,margarine
12560,berries
12561,turkey
12562,chocolate
12563,citrus fruit
12564,dog food
12565,shopping bags
12566,packaged fruit/vegetables
12567,beef
12568,nuts/prunes
12569,pip fruit
12570,hamburger meat
12571,brown bread
12572,chocolate
12573,white wine
12574,other vegetables
12575,meat spreads
12576,whole milk
12577,UHT-milk
12578,margarine
12579,dishes
12580,specialty chocolate
12581,candy
12582,other vegetables
12583,soft cheese
12584,berries
12585,fruit/vegetable juice
12586,whole milk
12587,whipped/sour cream
12588,bottled water
12589,canned beer
12590,white bread
12591,dessert
12592,butter milk
12593,whole milk
12594,whole milk
12595,rolls/buns
12596,frozen vegetables
12597,root vegetables
12598,grapes
12599,tropical fruit
12600,whole milk
12601,brown bread
12602,liquor
12603,pip fruit
12604,curd
12605,chicken
12606,herbs
12607,rolls/buns
12608,whole milk
12609,candy
12610,yogurt
12611,seasonal products
12612,pastry
12613,zwieback
12614,canned beer
12615,ice cream
12616,artif. sweetener
12617,ice cream
12618,tropical fruit
12619,UHT-milk
12620,canned beer
12621,grapes
12622,canned beer
12623,ice cream
12624,root vegetables
12625,pip fruit
12626,turkey
12627,tropical fruit
12628,butter
12629,butter
12630,whole milk
12631,sausage
12632,white wine
12633,beverages
12634,whole milk
12635,dessert
12636,canned vegetables
12637,tropical fruit
12638,margarine
12639,oil
12640,other vegetables
12641,other vegetables
12642,yogurt
12643,pip fruit
12644,rolls/buns
12645,whole milk
12646,rolls/buns
12647,sausage
12648,cream cheese 
12649,sausage
12650,bottled beer
12651,yogurt
12652,frozen vegetables
12653,yogurt
12654,curd
12655,prosecco
12656,frozen vegetables
12657,whole milk
12658,other vegetables
12659,bottled water
12660,fruit/vegetable juice
12661,rolls/buns
12662,yogurt
12663,chocolate marshmallow
12664,pip fruit
12665,tropical fruit
12666,root vegetables
12667,soft cheese
12668,canned beer
12669,liquor
12670,soda
12671,pork
12672,artif. sweetener
12673,soda
12674,canned beer
12675,rolls/buns
12676,rolls/buns
12677,brown bread
12678,whole milk
12679,soda
12680,chicken
12681,chicken
12682,UHT-milk
12683,pip fruit
12684,root vegetables
12685,citrus fruit
12686,brown bread
12687,grapes
12688,rolls/buns
12689,other vegetables
12690,root vegetables
12691,sliced cheese
12692,soft cheese
12693,rolls/buns
12694,hamburger meat
12695,whipped/sour cream
12696,grapes
12697,other vegetables
12698,citrus fruit
12699,rolls/buns
12700,tropical fruit
12701,pip fruit
12702,whole milk
12703,whole milk
12704,citrus fruit
12705,frozen fish
12706,liquor
12707,misc. beverages
12708,misc. beverages
12709,dessert
12710,tropical fruit
12711,frozen vegetables
12712,UHT-milk
12713,whole milk
12714,onions
12715,rolls/buns
12716,rolls/buns
12717,fruit/vegetable juice
12718,long life bakery product
12719,oil
12720,whole milk
12721,root vegetables
12722,berries
12723,root vegetables
12724,bottled beer
12725,salty snack
12726,other vegetables
12727,beef
12728,frozen fish
12729,tropical fruit
12730,tropical fruit
12731,rolls/buns
12732,whole milk
12733,citrus fruit
12734,newspapers
12735,tropical fruit
12736,root vegetables
12737,hamburger meat
12738,tropical fruit
12739,butter
12740,newspapers
12741,frozen dessert
12742,bottled water
12743,rolls/buns
12744,hamburger meat
12745,other vegetables
12746,white bread
12747,whole milk
12748,brown bread
12749,curd
12750,beverages
12751,beverages
12752,whole milk
12753,root vegetables
12754,rolls/buns
12755,fruit/vegetable juice
12756,liquor
12757,rolls/buns
12758,mayonnaise
12759,tropical fruit
12760,meat
12761,salty snack
12762,sweet spreads
12763,curd
12764,salty snack
12765,other vegetables
12766,bottled water
12767,flower (seeds)
12768,root vegetables
12769,onions
12770,pastry
12771,whole milk
12772,white bread
12773,butter
12774,onions
12775,whole milk
12776,root vegetables
12777,other vegetables
12778,brown bread
12779,canned beer
12780,tropical fruit
12781,white bread
12782,chicken
12783,citrus fruit
12784,cleaner
12785,other vegetables
12786,other vegetables
12787,tropical fruit
12788,nut snack
12789,other vegetables
12790,citrus fruit
12791,soft cheese
12792,rolls/buns
12793,white wine
12794,rolls/buns
12795,pip fruit
12796,yogurt
12797,rolls/buns
12798,liquor
12799,soda
12800,fruit/vegetable juice
12801,other vegetables
12802,whole milk
12803,coffee
12804,coffee
12805,baking powder
12806,whole milk
12807,domestic eggs
12808,butter milk
12809,root vegetables
12810,specialty bar
12811,tropical fruit
12812,tropical fruit
12813,specialty bar
12814,whole milk
12815,other vegetables
12816,chicken
12817,napkins
12818,whipped/sour cream
12819,dessert
12820,yogurt
12821,canned beer
12822,long life bakery product
12823,canned beer
12824,soda
12825,onions
12826,citrus fruit
12827,pork
12828,soda
12829,dessert
12830,dog food
12831,beef
12832,soda
12833,root vegetables
12834,red/blush wine
12835,citrus fruit
12836,brown bread
12837,other vegetables
12838,hamburger meat
12839,tropical fruit
12840,bottled beer
12841,curd
12842,domestic eggs
12843,yogurt
12844,beef
12845,other vegetables
12846,coffee
12847,beef
12848,chicken
12849,fruit/vegetable juice
12850,soda
12851,onions
12852,cream cheese 
12853,other vegetables
12854,tropical fruit
12855,hamburger meat
12856,yogurt
12857,yogurt
12858,whipped/sour cream
12859,cat food
12860,margarine
12861,hamburger meat
12862,pip fruit
12863,canned beer
12864,chicken
12865,chicken
12866,pip fruit
12867,chicken
12868,pip fruit
12869,UHT-milk
12870,pot plants
12871,tropical fruit
12872,root vegetables
12873,rolls/buns
12874,root vegetables
12875,tropical fruit
12876,tropical fruit
12877,soda
12878,soda
12879,other vegetables
12880,whipped/sour cream
12881,root vegetables
12882,whole milk
12883,bottled water
12884,citrus fruit
12885,root vegetables
12886,UHT-milk
12887,butter
12888,meat
12889,red/blush wine
12890,root vegetables
12891,rolls/buns
12892,whole milk
12893,rolls/buns
12894,root vegetables
12895,whole milk
12896,whole milk
12897,root vegetables
12898,chicken
12899,frozen vegetables
12900,pasta
12901,root vegetables
12902,hamburger meat
12903,pip fruit
12904,butter milk
12905,rolls/buns
12906,hamburger meat
12907,soda
12908,rolls/buns
12909,curd
12910,pork
12911,other vegetables
12912,other vegetables
12913,bottled water
12914,root vegetables
12915,napkins
12916,spices
12917,citrus fruit
12918,root vegetables
12919,soft cheese
12920,domestic eggs
12921,whole milk
12922,chicken
12923,soda
12924,rolls/buns
12925,candy
12926,citrus fruit
12927,newspapers
12928,other vegetables
12929,rolls/buns
12930,whole milk
12931,soups
12932,butter
12933,turkey
12934,yogurt
12935,whole milk
12936,rolls/buns
12937,pip fruit
12938,flour
12939,whole milk
12940,frozen meals
12941,chewing gum
12942,curd cheese
12943,beef
12944,frozen vegetables
12945,pip fruit
12946,baking powder
12947,light bulbs
12948,soda
12949,waffles
12950,chewing gum
12951,shopping bags
12952,citrus fruit
12953,tropical fruit
12954,pip fruit
12955,soda
12956,root vegetables
12957,white wine
12958,rolls/buns
12959,beverages
12960,rolls/buns
12961,other vegetables
12962,chewing gum
12963,soda
12964,other vegetables
12965,pip fruit
12966,whole milk
12967,citrus fruit
12968,butter
12969,liquor (appetizer)
12970,citrus fruit
12971,whole milk
12972,yogurt
12973,canned beer
12974,packaged fruit/vegetables
12975,mustard
12976,yogurt
12977,pip fruit
12978,tropical fruit
12979,yogurt
12980,long life bakery product
12981,citrus fruit
12982,hard cheese
12983,citrus fruit
12984,popcorn
12985,other vegetables
12986,sugar
12987,margarine
12988,hamburger meat
12989,turkey
12990,meat
12991,bottled beer
12992,whole milk
12993,pastry
12994,root vegetables
12995,root vegetables
12996,hamburger meat
12997,pip fruit
12998,nuts/prunes
12999,domestic eggs
13000,meat
13001,other vegetables
13002,whipped/sour cream
13003,other vegetables
13004,beef
13005,white bread
13006,coffee
13007,pip fruit
13008,tropical fruit
13009,soda
13010,beverages
13011,white bread
13012,tropical fruit
13013,semi-finished bread
13014,chicken
13015,tropical fruit
13016,yogurt
13017,root vegetables
13018,frozen meals
13019,whipped/sour cream
13020,citrus fruit
13021,long life bakery product
13022,whipped/sour cream
13023,pot plants
13024,pork
13025,white wine
13026,bottled water
13027,pip fruit
13028,pip fruit
13029,pip fruit
13030,curd
13031,bottled water
13032,whole milk
13033,dessert
13034,ham
13035,tropical fruit
13036,whole milk
13037,whole milk
13038,fruit/vegetable juice
13039,cream cheese 
13040,domestic eggs
13041,other vegetables
13042,onions
13043,pork
13044,butter
13045,pickled vegetables
13046,sausage
13047,root vegetables
13048,tropical fruit
13049,newspapers
13050,pet care
13051,rolls/buns
13052,rolls/buns
13053,citrus fruit
13054,pip fruit
13055,tropical fruit
13056,root vegetables
13057,sausage
13058,pip fruit
13059,chicken
13060,other vegetables
13061,whipped/sour cream
13062,hamburger meat
13063,tropical fruit
13064,root vegetables
13065,misc. beverages
